id,name,category,price_usd,image_url
49,Rare Sports Card Lot (10 graded),Trading Cards,3120,https://kimi-web-img.moonshot.cn/img/i.ebayimg.com/00fb36aa0e08ef534247d9bc53e811e885f02a03.jpg
50,Graded Sports Card CGC/PSA Holder (single),Trading Cards,665,https://kimi-web-img.moonshot.cn/img/i.ebayimg.com/00fb36aa0e08ef534247d9bc53e811e885f02a03.jpg
51,Nike Air Jordan 1 Retro High OG (size 8),Sneakers & Apparel,1230,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
52,Nike Air Jordan 1 Retro High OG (size 9),Sneakers & Apparel,700,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
53,Nike Air Jordan 1 Retro High OG (size 10),Sneakers & Apparel,1798,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
54,Nike Air Jordan 4 Retro (size 10.5),Sneakers & Apparel,1387,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
55,Nike Air Jordan 11 Concord (size 11),Sneakers & Apparel,1366,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
56,Adidas Yeezy Boost 350 V2 (size 9),Sneakers & Apparel,1913,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
57,Adidas Yeezy Boost 700 (size 10),Sneakers & Apparel,1864,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
58,New Balance 550 Collaboration (size 9),Sneakers & Apparel,840,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
59,Nike Dunk Low SB (limited),Sneakers & Apparel,1282,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
60,Off‑White x Nike Sneaker (size 10),Sneakers & Apparel,493,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
61,Supreme Box Logo Hoodie (size L),Designer Fashion,6271,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
62,Palace Skateboards Jacket (limited),Designer Fashion,1069,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
63,BAPE Shark Hoodie (size M),Designer Fashion,875,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
64,Stone Island Jacket (size L),Designer Fashion,5917,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
65,Vintage Levi’s 501 Jeans (rare wash),Designer Fashion,2366,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
66,Limited Edition Sneaker Mystery Box (size 10),Sneakers & Apparel,1683,https://kimi-web-img.moonshot.cn/img/static.nike.com.cn/581f5ec565ad023877127b82d6e5787bec62cea8.png
67,Designer Handbag (mid‑tier),Designer Fashion,2870,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
68,Louis Vuitton Neverfull MM (authentic),Designer Fashion,1153,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
69,Gucci Marmont Mini Bag,Designer Fashion,7506,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
70,Chanel Classic Flap Bag (small),Designer Fashion,2407,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
71,Prada Re‑Edition 2005 Nylon Bag,Designer Fashion,7598,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
72,Hermès Kelly 25 Replica (decorative),Designer Fashion,1327,https://kimi-web-img.moonshot.cn/img/my.louisvuitton.com/b92b645feea1d3a0ff6e572e560d8b77c8eac4c4.jpg
73,"Rolex Submariner Date (steel, preowned)",Watches & Jewelry,26911,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
74,"Rolex Daytona (steel, preowned)",Watches & Jewelry,20217,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
75,Rolex GMT‑Master II Pepsi (steel),Watches & Jewelry,31714,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
76,Rolex Explorer II (steel),Watches & Jewelry,43660,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
77,Rolex Day‑Date President (gold plated),Watches & Jewelry,25909,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
78,Patek Philippe Calatrava (dress watch),Watches & Jewelry,12659,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
79,Audemars Piguet Royal Oak Offshore (sport),Watches & Jewelry,26260,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
80,Omega Speedmaster Professional Moonwatch,Watches & Jewelry,25283,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
81,TAG Heuer Carrera Chronograph,Watches & Jewelry,15730,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
82,Breitling Navitimer Classic,Watches & Jewelry,45920,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
83,Seiko Prospex Limited Edition Diver,Watches & Jewelry,19496,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
84,Tudor Black Bay Fifty‑Eight (steel),Watches & Jewelry,47994,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
85,Cartier Tank Solo (dress watch),Watches & Jewelry,46796,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
86,Hublot Big Bang (sport),Watches & Jewelry,44469,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
87,Panerai Luminor Marina (steel),Watches & Jewelry,6679,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
88,IWC Portugieser Chronograph,Watches & Jewelry,41920,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
89,Rolex Submariner Ceramic (newer model),Watches & Jewelry,43613,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
90,"Luxury Watch Voucher $2,500",Experiences & Travel,1501,https://kimi-web-img.moonshot.cn/img/cdn.fastly.steamstatic.com/4644c948d7521f65d85137555c14fd7c5548d3a7.jpg
91,"Luxury Watch Voucher $5,000",Experiences & Travel,4475,https://kimi-web-img.moonshot.cn/img/cdn.fastly.steamstatic.com/4644c948d7521f65d85137555c14fd7c5548d3a7.jpg
92,Rolex Service Voucher (authorized),Watches & Jewelry,49784,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
93,High‑end Watch Care Kit (professional),Automotive,2105,https://kimi-web-img.moonshot.cn/img/www.hublot.com/86395ff29372e62de9b544df423dbff04088cde8.png
94,Diamond Tennis Necklace (0.25 ct),Watches & Jewelry,3177,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
95,Diamond Stud Earrings (0.5 ct pair),Watches & Jewelry,8073,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
96,Gold Chain Necklace (14k),Watches & Jewelry,6716,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
97,Sapphire Cocktail Ring (1 ct),Watches & Jewelry,4922,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
98,Emerald Pendant Necklace (0.8 ct),Watches & Jewelry,10985,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
99,Platinum Wedding Band (men’s),Watches & Jewelry,11774,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
100,Custom Engraved Signet Ring (sterling),Watches & Jewelry,9625,https://kimi-web-img.moonshot.cn/img/watchesoff5th.com/77825cd9e8fa2d08d622d98419b1b89c714c7d28.jpg
101,Apple iPhone 15 Pro 256GB (new),Electronics,1024,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
102,Apple iPhone 15 Pro Max 1TB (new),Electronics,1501,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
103,Apple iPhone 14 Pro 512GB (refurbished),Electronics,1132,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
104,"Apple MacBook Pro 14"" M2 Pro 1TB",Electronics,4952,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
105,"Apple MacBook Pro 16"" M2 Max 2TB",Electronics,4647,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
106,"Apple iPad Pro 12.9"" M2 512GB",Electronics,1394,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
107,Apple AirPods Pro 2 (new),Miscellaneous,78,https://kimi-web-img.moonshot.cn/img/store.storeimages.cdn-apple.com/db745056495d8792b2793c92fadab84bd4684e43
108,Apple Watch Ultra 2 (GPS + Cellular),Miscellaneous,167,https://kimi-web-img.moonshot.cn/img/store.storeimages.cdn-apple.com/db745056495d8792b2793c92fadab84bd4684e43
109,Samsung Galaxy S24 Ultra 512GB,Electronics,832,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
110,Google Pixel Fold (new),Electronics,1123,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
111,Microsoft Surface Laptop Studio 2,Electronics,3143,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
112,Dell XPS 15 OLED 1TB,Electronics,2596,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
113,Razer Blade 16 Gaming Laptop,Electronics,1771,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
114,NVIDIA GeForce RTX 4090 GPU (custom build),Electronics,732,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
115,AMD Radeon RX 7900 XTX GPU (high end),Electronics,1461,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
116,Custom Water‑cooled Gaming PC (high spec),Electronics,4440,https://kimi-web-img.moonshot.cn/img/cdsassets.apple.com/bd75730d54825cea628ea1d35c114cbc74aaa8f8.png
117,PlayStation 5 Disc Edition (bundle),Consoles & Gaming,461,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
118,Xbox Series X (bundle),Consoles & Gaming,408,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
119,Nintendo Switch OLED (special edition),Consoles & Gaming,635,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
120,Steam Deck OLED 512GB (new),Consoles & Gaming,555,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
121,Valve Index VR Kit (complete),Consoles & Gaming,502,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
122,Meta Quest Pro VR Headset,Consoles & Gaming,629,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
123,Nintendo Switch OLED Animal Crossing Edition,Consoles & Gaming,534,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
124,Retro Game Console Collection (sealed),Miscellaneous,123,https://kimi-web-img.moonshot.cn/img/store.storeimages.cdn-apple.com/db745056495d8792b2793c92fadab84bd4684e43
125,Limited Edition Game Collector’s Box (sealed),Miscellaneous,185,https://kimi-web-img.moonshot.cn/img/store.storeimages.cdn-apple.com/db745056495d8792b2793c92fadab84bd4684e43
126,High‑end Mechanical Keyboard (custom keycaps),Miscellaneous,121,https://kimi-web-img.moonshot.cn/img/store.storeimages.cdn-apple.com/db745056495d8792b2793c92fadab84bd4684e43
127,High‑end Gaming Mouse (wireless pro),Consoles & Gaming,352,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
128,"4K 144Hz Gaming Monitor 32""",Consoles & Gaming,674,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
129,"Ultrawide Curved Monitor 49""",Miscellaneous,325,https://kimi-web-img.moonshot.cn/img/store.storeimages.cdn-apple.com/db745056495d8792b2793c92fadab84bd4684e43
130,Professional Streaming Kit (camera + mic),Consoles & Gaming,369,https://kimi-web-img.moonshot.cn/img/gmedia.playstation.com/e58793a35f540fa5c1f0b79c5b95d6644562fdaf
131,Canon EOS R6 Mark II Mirrorless Camera,Cameras & Drones,4309,https://kimi-web-img.moonshot.cn/img/www.canon.com.cn/65158b38746c79fb8b5a5c5765e1629a2dbb89c7.jpg
132,Sony A7 IV Mirrorless Camera,Cameras & Drones,4071,https://kimi-web-img.moonshot.cn/img/www.canon.com.cn/65158b38746c79fb8b5a5c5765e1629a2dbb89c7.jpg
133,Nikon Z8 Mirrorless Camera,Cameras & Drones,3765,https://kimi-web-img.moonshot.cn/img/www.canon.com.cn/65158b38746c79fb8b5a5c5765e1629a2dbb89c7.jpg
134,Fujifilm GFX Medium Format Camera (body),Cameras & Drones,2596,https://kimi-web-img.moonshot.cn/img/www.canon.com.cn/65158b38746c79fb8b5a5c5765e1629a2dbb89c7.jpg
135,DJI Mavic 3 Pro Drone (bundle),Cameras & Drones,1066,https://kimi-web-img.moonshot.cn/img/www.canon.com.cn/65158b38746c79fb8b5a5c5765e1629a2dbb89c7.jpg
136,GoPro HERO12 Black (bundle),Cameras & Drones,4974,https://kimi-web-img.moonshot.cn/img/www.canon.com.cn/65158b38746c79fb8b5a5c5765e1629a2dbb89c7.jpg
137,High‑end Lens Kit (portrait + zoom),Cameras & Drones,4842,https://kimi-web-img.moonshot.cn/img/www.canon.com.cn/65158b38746c79fb8b5a5c5765e1629a2dbb89c7.jpg
138,Vintage Leica Rangefinder (collector),Cameras & Drones,1544,https://kimi-web-img.moonshot.cn/img/www.canon.com.cn/65158b38746c79fb8b5a5c5765e1629a2dbb89c7.jpg
139,Polaroid Instant Camera Limited Edition,Cameras & Drones,1185,https://kimi-web-img.moonshot.cn/img/www.canon.com.cn/65158b38746c79fb8b5a5c5765e1629a2dbb89c7.jpg
140,Premium Tripod and Gimbal Kit,Miscellaneous,490,https://kimi-web-img.moonshot.cn/img/store.storeimages.cdn-apple.com/db745056495d8792b2793c92fadab84bd4684e43
141,Bose Noise Cancelling Headphones 700,Audio & Home Theater,374,https://kimi-web-img.moonshot.cn/img/wafuu.com/8dd50638eef09a5a4717819b579b893a7fa1b8a5.jpg
142,Sony WH‑1000XM5 Headphones (new),Audio & Home Theater,463,https://kimi-web-img.moonshot.cn/img/wafuu.com/8dd50638eef09a5a4717819b579b893a7fa1b8a5.jpg
143,Sennheiser HD 800 S Audiophile Headphones,Audio & Home Theater,1435,https://kimi-web-img.moonshot.cn/img/wafuu.com/8dd50638eef09a5a4717819b579b893a7fa1b8a5.jpg
144,High‑end Turntable with Cartridge,Audio & Home Theater,477,https://kimi-web-img.moonshot.cn/img/wafuu.com/8dd50638eef09a5a4717819b579b893a7fa1b8a5.jpg
145,Vinyl Record Collector Set (deluxe),Audio & Home Theater,1772,https://kimi-web-img.moonshot.cn/img/wafuu.com/8dd50638eef09a5a4717819b579b893a7fa1b8a5.jpg
146,Marshall Studio Monitor Pair,Miscellaneous,398,https://kimi-web-img.moonshot.cn/img/store.storeimages.cdn-apple.com/db745056495d8792b2793c92fadab84bd4684e43
147,High‑end Home Theater Receiver (AVR),Audio & Home Theater,1014,https://kimi-web-img.moonshot.cn/img/wafuu.com/8dd50638eef09a5a4717819b579b893a7fa1b8a5.jpg
148,"65"" OLED 4K TV (flagship model)",Audio & Home Theater,3242,https://kimi-web-img.moonshot.cn/img/wafuu.com/8dd50638eef09a5a4717819b579b893a7fa1b8a5.jpg
149,"77"" Mini LED 4K TV (premium)",Audio & Home Theater,1060,https://kimi-web-img.moonshot.cn/img/wafuu.com/8dd50638eef09a5a4717819b579b893a7fa1b8a5.jpg
